"","pathway","pval","padj","log2err","ES","NES","size"
"1","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",6.52297126996276e-06,6.52297126996276e-06,0.610526878385931,-0.389650130037979,-1.6598490643385,200
