covariate	coef	exp(coef)	se(coef)	coef lower 95%	coef upper 95%	exp(coef) lower 95%	exp(coef) upper 95%	cmp to	z	p	-log2(p)
EMT	0.6206624752077751	1.8601599435942322	0.25477579365568304	0.12131109551002794	1.120013854905522	1.1289760771301454	3.064896666852592	0.0	2.4361124198736475	0.014846069745779835	6.073775138125619
