covariate	coef	exp(coef)	se(coef)	coef lower 95%	coef upper 95%	exp(coef) lower 95%	exp(coef) upper 95%	cmp to	z	p	-log2(p)
EMT	0.27906364167285025	1.321891468576979	0.11459520033102318	0.054461176222892344	0.5036661071228081	1.0559714788165635	1.654776752734766	0.0	2.4352123026683365	0.01488305459054457	6.07018553494366
purity_scaled	-0.04766263333926371	0.9534553968876495	0.10445868834344434	-0.25239790036470855	0.15707263368618116	0.7769355336245608	1.1700805980814868	0.0	-0.456282135025056	0.6481871088855717	0.625517766196733
